paper_id,abstract
20645,"Studies of the charter school sector typically focus on head-to-head comparisons of charter and traditional schools at a point in time, but the expansion of parental choice and relaxation of constraints on school operations is unlikely to raise school quality overnight. Rather, the success of the reform depends in large part on whether parental choices induce improvements in the charter sector. We study quality changes among Texas charter schools between 2001 and 2011. Our results suggest that the charter sector was initially characterized by schools whose quality was highly variable and, on average, less effective than traditional public schools. However, exits from the sector, improvement of existing charter schools, and positive selection of charter management organizations that open additional schools raised average charter school effectiveness over time relative to traditional public schools. Moreover, the evidence is consistent with the belief that a reduction in student turnover as the sector matures, expansion of the share of charters that adhere to a No Excuses philosophy, and increasingly positive student selection at the times of both entry and reenrollment all contribute to the improvement of the charter sector."
20719,"This paper investigates whether U.S. government spending multipliers differ according to two potentially important features of the economy:  (1) the amount of slack and (2) whether interest rates are near the zero lower bound. We shed light on these questions by analyzing new quarterly historical U.S. data covering multiple large wars and deep recessions.  We estimate a state-dependent model in which impulse responses and multipliers depend on the average dynamics of the economy in each state.  We find no evidence that multipliers differ by the amount of slack in the economy.  These results are robust to many alternative specifications.  The results are less clear for the zero lower bound.  For the entire sample, there is no evidence of elevated multipliers near the zero lower bound.  When World War II is excluded, some point estimates suggest higher multipliers during the zero lower bound state, but they are not statistically different from the normal state.  Our results imply that, contrary to recent conjecture, government spending multipliers were not necessarily higher than average during the Great Recession."
20848,"We provide new facts on the debt dynamics leading up to the financial crisis of 2007. Earlier research suggests that distortions in the supply of mortgage credit, evidenced by a decoupling of credit flow from income growth, may have caused the rise in house prices and the subsequent housing market collapse. This paper shows that the increase in mortgage originations was shared across the whole distribution of borrowers, and that middle- and high-income borrowers made up the majority of originations even at the peak of the boom. Compared to prior years, middle- and high-income borrowers (not the poor), as well as those with medium and high credit scores, made up a much larger share of delinquencies in the crisis relative to earlier years. We show that the relation between individual mortgage size and income growth during the housing boom was always strongly positive, also in line with previous periods (and independent of how income is measured). These results are most consistent with an expectations based view of the financial crisis in which both homebuyers and lenders were buying into increasing housing values and defaulted once prices dropped. "
21109,"A central justification for social insurance and for other policies aimed at retirement savings is that individuals may fail to make adequate provision during their working years.  Much research has focused on myopia and other behavioral limitations.  Yet little attention has been devoted to how these infirmities, and government policies to rectify them, influence labor supply.  This linkage could be extremely important in light of the large pre-existing distortion due to income and consumption taxation and income-based transfer programs.  For example, might myopic individuals, as a first approximation, view payroll taxes and other withholding to fund retirement savings as akin to an income tax, while largely ignoring the distant future retirement benefits that they fund?  If so, the distortion of labor supply may be many times higher than otherwise, making savings-promotion policies much more costly than appreciated.  Or consider what may be the labor supply implications for an individual who is defaulted into higher savings and, as a consequence, sees concomitantly lower take-home pay.  This essay offers a preliminary, conceptual exploration of these questions.  In most of the cases considered, savings policies do not act purely like a tax despite individuals’ non-optimizing savings behavior, and in some cases labor supply actually is raised, not lowered, in which event policies that boost savings may be significantly more welfare-enhancing than recognized.  Accordingly, there is a compelling need for empirical exploration of the interaction between nonoptimal savings behavior and labor supply."
21147,"We implement a regression discontinuity design using the continuous raw Advanced Placement (AP) exam scores, which are mapped into the observed 1-5 integer scores, for over 4.5 million students. Earning higher AP integer scores positively impacts college completion and subsequent exam taking. Specifically, attaining credit-granting integer scores increases the probability that a student will receive a bachelor’s degree within four years by 1 to 2 percentage points per exam. We also find that receiving a score of 3 over a 2 on junior year AP exams causes students to take between 0.06 and 0.14 more AP exams senior year."
21231,"We examine majority choice of tax instruments in single- and multi-jurisdictional economies with heterogeneous households. In our framework majority voting equilibrium exists despite the multidimensional policy choice set. We identify five competing incentives that influence choice of tax instruments. Equilibria generally entail a mixture of tax types. With multiple jurisdictions, strong reliance on head taxation in rich communities arises to deter poorer households from immigrating. Mobility fundamentally affects the equilibrium tax system with redistribution incentives dominating choice of instruments when mobility is limited. Limiting or eliminating head taxation fundamentally alters stratification, public good provision levels, and tax systems."
21250,"This paper discusses the process of European institutional integration from a political-economy perspective, linking the long-standing political debate on the nature of the European project to the recent economic literature on political integration and disintegration. First, we introduce the fundamental trade-off between economies of scale associated with larger political unions and the costs from sharing public goods and policies among more heterogeneous populations, and examine the implications of the trade-off for European integration. Second, we describe the two main political theories of European integration - intergovernmentalism and functionalism - and argue that both theories capture important aspects of European integration, but that neither view provides a complete and realistic interpretation of the process. Finally, we critically discuss the actual process of European institutional integration and its limits, from its beginnings after World War II to the current crisis."
21590,"This paper introduces a nonlinear certainty equivalent approximation method for dynamic stochastic problems. We first use a novel, stable and efficient method for computing the optimal policy functions for deterministic dynamic optimization problems, and then use them as certainty-equivalent approximations for the stochastic versions. Our examples demonstrate that it can be applied to solve high-dimensional problems with up to four hundred state variables with an acceptable accuracy. This method can also be applied to solve problems with inequality constraints that occasionally bind. These features make the nonlinear certainty equivalent approximation method suitable for solving complex economic problems, where other algorithms, such as log-linearization, fail or are far less tractable."
21759,"A large literature has analyzed pricing inefficiencies in health insurance markets due to adverse selection, typically assuming informed, active consumers on the demand side of the market. However, recent evidence suggests that many consumers have information frictions that lead to suboptimal health plan choices. As a result, policies such as information provision, plan recommendations, and smart defaults to improve consumer choices are being implemented in many applied contexts. In this paper we develop a general framework to study insurance market equilibrium and evaluate policy interventions in the presence of choice frictions. Friction-reducing policies can increase welfare by facilitating better matches between consumers and plans, but can decrease welfare by increasing the correlation between willingness-to-pay and costs, exacerbating adverse selection. We identify relationships between the underlying distributions of consumer (i) costs (ii) surplus from risk protection and (iii) choice frictions that determine whether friction-reducing policies will be on net welfare increasing or reducing. We extend the analysis to study how policies to improve consumer choices interact with the supply-side policy of risk-adjustment transfers and show that the effectiveness of the latter policy can have important implications for the effectiveness of the former. We implement the model empirically using proprietary data on insurance choices, utilization, and consumer information from a large firm. We leverage structural estimates from prior work with these data and highlight how the model's micro-foundations can be estimated in practice. In our specific setting, we find that friction-reducing policies exacerbate adverse selection, essentially leading to the market fully unraveling, and reduce welfare. Risk-adjustment transfers are complementary, substantially mitigating the negative impact of friction-reducing policies, but having little effect in their absence."
21814,"We study the (lack of) anchoring of inflation expectations in New Zealand using a new survey of firms. Managers of these firms display little anchoring of inflation expectations, despite twenty-five years of inflation targeting by the Reserve Bank of New Zealand, a fact which we document along a number of dimensions. Managers are unaware of the identities of central bankers as well as central banks’ objectives, and are generally poorly informed about recent inflation dynamics. Their forecasts of future inflation reflect high levels of uncertainty and are extremely dispersed as well as volatile at both short and long-run horizons. Similar results can be found in the U.S. using currently available surveys as shown in Binder (2015)."
21816,"I adapt the methods of Gurkaynak, Sack, and Swanson (2005) to estimate two dimensions of monetary policy during the 2009-2015 zero lower bound period in the U.S.  I show that, after a suitable rotation, these two dimensions can be interpreted as ""forward guidance"" and ""large-scale asset purchases"" (LSAPs).  I estimate the sizes of the forward guidance and LSAP components of each FOMC announcement between January 2009 and June 2015, and show that those estimates correspond closely to identifiable features of major FOMC announcements over that period.  Forward guidance has relatively small effects on the longest-maturity Treasury yields and essentially no effect on corporate bond yields, while LSAPs have large effects on those yields but essentially no effect on short-term Treasuries.  Both types of policies have significant effects on medium-term Treasury yields, stock prices, and exchange rates."
21889,"A well-developed theoretical literature — dating back at least to Nordhaus (1969) — has analyzed optimal patent policy design.  We re-present the core trade-off of the Nordhaus model and highlight an empirical question which emerges from the Nordhaus framework as a key input into optimal patent policy design: namely, what is the elasticity of R&D investment with respect to the patent term?  We then review the — surprisingly small — body of empirical evidence that has been developed on this question over the nearly half century since the publication of Nordhaus's book."
22128,"We study the consequences of product and labor market reforms in a two-country model with endogenous producer entry and labor market frictions. We focus on the role of business cycle conditions and external constraints at the time of reform implementation (or of a credible commitment to it) in shaping the dynamic effects of such policies. Product market reform is modeled as a reduction in entry costs and takes place in a non-traded sector that produces services used as input in manufacturing production. Labor market reform is modeled as a reduction in firing costs and/or unemployment benefits. We find that business cycle conditions at the time of deregulation significantly affect adjustment. A reduction of firing costs entails larger and more persistent adverse short-run effects on employment and output when implemented in a recession. By contrast, a reduction in unemployment benefits boosts employment and output by more in a recession compared to normal times. The impact of product market reforms is less sensitive to business cycle conditions. Credible announcements about future reforms induce sizable short-run dynamics, regardless of whether the announcement takes place in normal times or during an economic downturn. Whether the immediate effect is expansionary or contractionary varies across reforms. Finally, lack of access to international lending in the wake of reform can amplify the costs of adjustment."
22371,"US policymakers place a high priority on tying Medicare payments to the value of care delivered.  A critical part of this effort is the Hospital Value-based Purchasing Program (HVBP), which rewards or penalizes hospitals based on their quality and episode-based costs of care.  Within HVBP, each patient affects hospital performance on a variety of quality and spending measures, and performance translates directly to changes in program points and ultimately dollars.  In short, hospital revenue from a patient consists not only of the DRG payment, but also consists of that patient’s marginal future reimbursement.  We estimate the magnitude of the marginal future reimbursement for individual patients across each type of quality and performance measure.  We describe how those incentives differ across hospitals, including integrated and safety-net hospitals.  We find some evidence that hospitals improved their performance over time in the areas where they have the highest marginal incentives to improve care."
22568,"Previous research has found strong evidence that legal access to alcohol is associated with sizable increases in criminality. We revisit this relationship using the census of judicial records on criminal charges filed in Oregon Courts, the ability to separately track crimes involving firearms, and to track individuals over time. We find that crime increases at age 21, with increases mostly due to assaults lacking in premeditation, and alcohol-related nuisance crimes. We find no evident increases in rape or robbery. Among those with no prior criminal records, increases in crime are 50 percent larger; still larger for the most socially costly crimes of assault and drunk driving. This suggests that deterring criminality through increased punishments would likely prove difficult."
22841,"Mapping continuous raw scores from millions of Advanced Placement examinations onto the 1 to 5 integer scoring scale, we apply a regression discontinuity design to understand how students’ choice of college major is impacted by receiving a higher integer score despite similar exam performance to students who earned a lower integer score.  Attaining higher scores increases the probability that a student will major in that exam subject by approximately 5 percent (0.64 percentage points), with some individual exams demonstrating increases in major choice by as much as 30 percent.  These direct impacts of a higher score explain approximately 11 percent of the unconditional 64 percent (5.7 percentage points) gap  in the probability of majoring in the same subject as the AP exam when attaining a 5 versus a 4.  We estimate that a substantial portion of the overall effect is driven by behavioral responses to the positive signal of receiving a higher score."
23088,"While patent systems have been widely used both historically and internationally, there is nonetheless a tremendous amount of controversy over whether patent systems – in practice – improve the alignment between private returns and social contributions.  In this paper, I describe three parameters – how the disclosure function affects research investments, how patent strength affects research investments in new technologies, and how patents on existing technologies affect follow-on innovation – needed to inform the question of how patents affect research investments, and review the available evidence which has attempted to empirically estimate these parameters."
23267,"Previous assessments of nominal exchange rate determination, following Meese and Rogoff (1983) have focused upon a narrow set of models. Cheung et al. (2005) augmented the usual suspects with productivity based models, and ""behavioral equilibrium exchange rate"" models, and assessed performance at horizons of up to 5 years. In this paper, we further expand the set of models to include Taylor rule fundamentals, yield curve factors, and incorporate shadow rates and risk and liquidity factors. The performance of these models is compared against the random walk benchmark. The models are estimated in error correction and first-difference specifications. We examine model performance at various forecast horizons (1 quarter, 4 quarters, 20 quarters) using differing metrics (mean squared error, direction of change), as well as the “consistency” test of Cheung and Chinn (1998). No model consistently outperforms a random walk, by a mean squared error measure, although purchasing power parity does fairly well. Moreover, along a direction-of-change dimension, certain structural models do outperform a random walk with statistical significance. While one finds that these forecasts are cointegrated with the actual values of exchange rates, in most cases, the elasticity of the forecasts with respect to the actual values is different from unity. Overall, model/specification/currency combinations that work well in one period will not necessarily work well in another period"
23311,"I extend the methods of G¨urkaynak, Sack, and Swanson (2005) to separately identify the effects of Federal Reserve forward guidance and large-scale asset purchases (LSAPs) during the 2009–15 U.S. zero lower bound (ZLB) period. I find that both forward guidance and LSAPs had substantial and highly statistically significant effects, comparable in magnitude to the effects of the federal funds rate before the ZLB. Forward guidance was more effective than LSAPs at moving short-term Treasury yields, while LSAPs were more effective than forward guidance and the federal funds rate at moving longer-term Treasury and corporate bond yields. I estimate that the effects of LSAP announcements were very persistent, with the exception of the very large and perhaps special March 2009 “QE1” announcement. The effects of forward guidance are slightly less persistent, but the difference is not statistically significant and is likely due to the FOMC’s forward guidance announcements having a relatively shorter horizon."
23421,"This paper develops a new test for identifying racial bias in the context of bail decisions – a high-stakes setting with large disparities between white and black defendants. We motivate our analysis using Becker's (1957) model of racial bias, which predicts that rates of pre-trial misconduct will be identical for marginal white and marginal black defendants if bail judges are racially unbiased. In contrast, marginal white defendants will have a higher probability of misconduct than marginal black defendants if bail judges are racially biased against blacks. To test the model, we develop a new estimator that uses the release tendencies of quasi-randomly assigned bail judges to identify the relevant race-specific misconduct rates. Estimates from Miami and Philadelphia show that bail judges are racially biased against black defendants, with substantially more racial bias among both inexperienced and part-time judges. We also find that both black and white judges are biased against black defendants.  We argue that these results are consistent with bail judges making racially biased prediction errors, rather than being racially prejudiced per se."
23502,"This paper documents a number of key facts about the evolution of mortgage debt, homeownership, debt burden and subsequent delinquency during the recent housing boom and Great Recession. We show that the mortgage expansion was shared across the entire income distribution, i.e. the flow and stock of debt rose across all income groups (except for the top 5%). The mortgage expansion was especially pronounced in areas with increased house prices, and the speed at which houses turned over (churn) in these areas went up significantly. However, the average loan-to-value ratios (LTV) at origination did not increase over the boom period. While homeownership rates increased for the middle and upper income households, there was no increase in homeownership for the lowest income groups. Finally, default rates post-crisis went up predominantly in areas with large house price drops, especially for high income and high- FICO borrowers. These results are consistent with a view that the run up in mortgage debt over the pre-crisis period was driven by rising home values and expectations of increasing prices."
23621,I prove that the joint distribution of random coefficients and additive errors is identified in a mulltinomial choice model. No restrictions are imposed on the support of the random coefficients and additive errors. The proof uses large support variation in choice-specific explanatory variables following Lewbel (2000) but does not rely on an identification at infinity technique where the payoffs of all but two choices are set to minus infinity.
23819,"This paper explores the contribution of the structural transformation and urbanization process to China's housing-market boom. Rural to urban migration together with regulated land supplies and developer entry restrictions can raise housing prices. This issue is examined using a multi-sector dynamic general-equilibrium model with migration and housing. Our quantitative findings suggest that this process accounts for about 80 percent of urban housing price changes. This mechanism remains valid in extensions calibrated to the two largest cities with most noticeable housing booms and to several alternative setups. Overall, supply factors and productivity account for most of the housing price growth."
23960,"This paper studies the impact of product and labor market reforms when the economy faces major slack and a binding constraint on monetary policy easing---such as the zero lower bound. To this end, we build a two-country model with endogenous producer entry, labor market frictions, and nominal rigidities. We find that while the effect of market reforms depends on the cyclical conditions under which they are implemented, the zero lower bound itself does not appear to matter. In fact, when carried out in a recession, the impact of reforms is typically stronger when the zero lower bound is binding. The reason is that reforms are inflationary in our structural model (or they have no noticeable deflationary effects). Thus, contrary to the implications of reduced-form modeling of product and labor market reforms as exogenous reductions in price and wage markups, our analysis shows that there is no simple across-the-board relationship between market reforms and the behavior of real marginal costs. This significantly alters the consequences of the zero (or any effective) lower bound on policy rates."
24682,"This paper presents a continuous-time model of sovereign debt. In it, a relatively impatient sovereign government's hidden type switches back and forth between a commitment type, which cannot default, and an optimizing type, which can default at any time, and assume outside lenders have particular beliefs regarding how a commitment type should borrow for any given level of debt and bond price. If these beliefs satisfy reasonable assumptions, in any Markov equilibrium, the optimizing type mimics the commitment type when borrowing, revealing its type only by defaulting on its debt at random times. Further, in such Markov equilibria (the solution to a simple pair of ordinary differential equations), there are positive gross issuances at all dates, constant net imports as long as there is a positive equilibrium probability that the government is the optimizing type, and net debt repayment only by the commitment type. For countries that have recently defaulted, the interest rate the country pays on its debt is a decreasing function of the amount of time since its last default, and its total debt is an increasing function of the amount of time since its last default. For countries that have not recently defaulted, interest rates are constant."
25099,"We provide a model with a federal government and multiple local governments, the former with power to levy an income tax for redistribution, and the latter choosing a local income tax, property tax, lump-sum tax or subsidy, and a local public good.  Policy is set by majority choice at each tier of government by households that differ by income and ability to move across communities.  We provide sufficient conditions for existence of equilibrium and examine its properties.  Central findings are federal income distribution, little local redistribution, and local preference for property taxation over income taxation to fund local public goods."
25463,"We study a fiscal policy model in which the government is present-biased towards public spending. Society chooses a fiscal rule to trade off the benefit of committing the government to not overspend against the benefit of granting it flexibility to react to privately observed shocks to the value of spending. Unlike prior work, we examine rules under limited enforcement: the government has full policy discretion and can only be incentivized to comply with a rule via the use of penalties which are joint and bounded. We show that optimal incentives must be bang-bang. Moreover, under a distributional condition, the optimal rule is a maximally enforced deficit limit, triggering the largest feasible penalty whenever violated. Violation optimally occurs under high enough shocks if and only if available penalties are weak and such shocks are rare. If the rule is self-enforced in a dynamic setting, penalties take the form of temporary overspending."
25904,"Linear regressions with period and group fixed effects are widely used to estimate treatment effects. We show that they identify weighted sums of the average treatment effects (ATE) in each group and period, with weights that may be negative. Due to the negative weights, the linear regression estimand may for instance be negative while all the ATEs are positive. In two articles that have used those regressions, half of the weights are negative. We propose another estimator that solves this issue. In one of the articles we revisit, it is of a different sign than the linear regression estimator."
26051,"For every crime there is a victim. However nearly all studies in the economics of crime have focused the causal determinants of criminality. We present novel evidence on the causal determinants of victimization, focusing on legal access to alcohol. The social costs of alcohol use and abuse are sizable and well-documented. We find criminal victimization for both violent and property crimes  increases noticeably at age 21. Effects are not present at other birthdays and do not appear to be driven by a birth-day ""celebration effect."" The effects are particularly large for sexual assaults, especially those that occur in public locations. Our results suggest prior research which has focused on criminality has understated the true social costs associated with increased access to alcohol."
26226,"Global current account imbalances have reappeared, although the extent and distribution of these imbalances are noticeably different from those experienced in the middle of the last decade. What does that recurrence mean for our understanding of the origin and nature of such imbalances? Will imbalances persist over time? Informed by empirical estimates of the determinants of current account imbalances encompassing the period after the global recession, we find that – as before – the observable manifestations of the factors driving the global saving glut have limited explanatory power for the time series variation in imbalances. Fiscal factors determine imbalances, and have accounted for a noticeable share of the recent variation in imbalances, including in the U.S. and Germany. For advanced economies, the financial component of the current account has been playing an increasing role to determine the movements of the account. Examining observable policy actions, it is clear that net official flows have been associated with some share of imbalances, although tracing out the motivations for intervention is difficult. Looking forward, it is clear that policy can influence global imbalances, although some component of the U.S. deficit will likely remain given the U.S. role in generating safe assets."
26851,"Has the occurrence of “extreme capital flow movements”—episodes of sudden surges, stops, flight and retrenchment—changed since the Global Financial Crisis (GFC)? This paper addresses this question by updating and building on the dataset and methodology introduced in Forbes and Warnock (2012) to calculate the occurrence of sharp capital flow movements by foreigners and domestics into and out of individual countries. The results suggest that the occurrence of these extreme capital flow movements has not increased since the GFC. The drivers of these episodes, however, appear to have changed since the GFC. Extreme capital flow movements are less correlated with changes in global risk, and are more difficult to explain with basic global, regional and domestic variables. What used to be large global “waves” in international capital flows have more recently become idiosyncratic “ripples”."
26999,"We develop new quasi-experimental tools to measure disparate impact, regardless of its source, in the context of bail decisions. We show that omitted variables bias in pretrial release rate comparisons can be purged by using the quasi-random assignment of judges to estimate average pretrial misconduct risk by race. We find that two-thirds of the release rate disparity between white and Black defendants in New York City is due to the disparate impact of release decisions. We then develop a hierarchical marginal treatment effect model to study the drivers of disparate impact, finding evidence of both racial bias and statistical discrimination."
27674,"The possible existence of trends in volatility in the U.S. labor market has been an important issue in both labor economics and macroeconomics.  The Panel Study of Income Dynamics (PSID) has been the workhorse data set used to estimate trends in earnings volatility at the individual level.  Studies using the PSID have generally shown upward trends in volatility.  However, trends estimated with the PSID conflict with those reported from some other survey and administrative data sets, many of which have shown flat or declining trends.  This paper, which is part of a group project attempting to reconcile estimates across different data sets, presents new estimates of trends in male earnings volatility in the U.S. from 1970 to 2016 from the PSID, and addresses a number of concerns with the data that might lead its estimates to differ from those obtained in other data sets. The analysis shows that upward trends in male earnings volatility were concentrated in the 1970s and 1980s, and that trends after 1990 have been modest or even non-existent, depending on whether volatility is expected to return to its mid-2000s level after jumping up in the Great Recession.  Thus, volatility trends in the PSID are roughly consistent with those studies using other data sets which find flat volatility trends in the last three decades.  Examinations of potential biases from unit nonresponse (i.e., attrition), item nonresponse (i.e., don’t knows and refusals) and resulting imputation, and from a number of other features of the PSID that might affect its population representativeness show no evidence of significant bias from any of these factors.  However, suggestive evidence that declines in volatility estimated in studies using administrative data may be a result of a larger left tail of earnings and of problematic trimming procedures used in those studies."
27948,"One of the most important changes to the United States health care system over the last two decades is the emergence of pay-for-performance as a way to encourage hospitals and other providers to improve quality of care.  Unlike fee-for-service, these value-based purchasing programs measure aspects of quality and financially reward hospitals that are outstanding or at least improving in their care.  Prior research has shown that hospitals often improve more when the marginal financial incentives are larger.  However, the exact relationship between marginal financial incentives and year-over-year improvement in measures remains unclear.  In this study, we use national 20152018 data on approximately 2,700 hospitals to estimate how hospitals respond to pay-for-performance incentives in the Hospital Value-Based Purchasing (HVBP) Program.  We show that this relationship is non-linear, has strong serial correlation, is somewhat similar for safety-net hospitals as non-safety-net hospitals, and is proportional to the size of the Medicare patient population."
28013,"This paper uses a dynamic competitive spatial equilibrium framework to evaluate the contribution of rural-urban migration induced by structural transformation to the behavior of Chinese housing markets. In the model, technological progress drives workers facing heterogeneous mobility costs to migrate from the rural agricultural sector to the higher paying urban manufacturing sector. Upon arrival to the city, workers purchase housing using long-term mortgages. Quantitatively, the model fits cross-sectional house price behavior across a representative sample of Chinese cities between 2003 and 2015. The model is then used to evaluate how changes to city migration policies and land supply regulations affect the speed of urbanization and house price appreciation. The analysis indicates that making migration policy more egalitarian or land policy more uniform would promote urbanization but also would contribute to larger house price dispersion."
28388,"The disagreement among studies of the employment effects of minimum wages in the United States is well known. Less well known, and more puzzling, is the absence of agreement on what the research literature says – that is, how economists summarize the body of evidence on the employment effects of minimum wages. Summaries range from “it is now well-established that higher minimum wages do not reduce employment,” to “the evidence is very mixed with effects centered on zero so there is no basis for a strong conclusion one way or the other,” to “most evidence points to adverse employment effects.” \nWe explore the question of what conclusions can be drawn from the literature, focusing on the evidence using subnational minimum wage variation within the United States that has dominated the research landscape since the early 1990s. To accomplish this, we assembled the entire set of published studies in this literature and identified the core estimates that support the conclusions from each study, in most cases relying on responses from the researchers who wrote these papers. Our key conclusions are: (i) there is a clear preponderance of negative estimates in the literature; (ii) this evidence is stronger for teens and young adults as well as the less-educated; (iii) the evidence from studies of directly-affected workers points even more strongly to negative employment effects; and (iv) the evidence from studies of low-wage industries is less one-sided."
28438,"What utility notion—e.g., flow/lifetime, self/family-centered—do self-reported well-being (SWB) questions measure? Existing applications make different assumptions regarding the (i) life domains, (ii) time horizons, and (iii) other-regarding preferences captured by SWB data. To obtain relevant evidence, we ask survey respondents what they had in mind regarding (i)–(iii) when answering commonly used—life satisfaction, happiness, ladder—and new SWB questions. We find that respondents’ self-reports differ from researchers’ assumptions, and differ across SWB questions and sociodemographic groups. At the same time, simple SWB-question wording tweaks are effective in moving self-reports towards desired interpretations. We outline actionable suggestions for SWB researchers."
28502,"We introduce a novel simulated certainty equivalent approximation (SCEQ) method for solving dynamic stochastic problems. Our examples show that this method only requires a desktop computer to solve high-dimensional finite- or infinite-horizon, stationary or nonstationary dynamic stochastic problems with hundreds of state variables, a wide state space, and occasionally binding constraints. The SCEQ method is simple, stable, and efficient, which makes it suitable for solving complex economic problems that cannot be solved by other algorithms."
28568,"We study standard predictive regressions in economic systems governed by persistent vector autoregressive dynamics for the state variables. In particular, all – or a subset – of the variables may be fractionally integrated, which induces a spurious regression problem. We propose a new inference and testing procedure – the Local speCtruM (LCM) approach – for joint significance of the regressors, that is robust against the variables having different integration orders and remains valid regardless of whether predictors are significant and if they induce cointegration. Specifically, the LCM procedure is based on fractional filtering and band-spectrum regression using a suitably selected set of frequency ordinates. Contrary to existing procedures, we establish a uniform Gaussian limit theory and a standard χ2-distributed test statistic. Using LCM inference and testing techniques, we explore predictive regressions for the realized return variation. Standard least squares inference indicates that popular financial and macroeconomic variables convey valuable information about future return volatility. In contrast, we find no significant evidence using our robust LCM procedure. If anything, our tests support a reverse chain of causality: rising financial volatility predates adverse innovations to macroeconomic variables. Simulations illustrate the relevance of the theoretical arguments for finite-sample inference."
28570,"This paper develops parameter instability and structural change tests within predictive regressions for economic systems governed by persistent vector autoregressive dynamics. Specifically, in a setting where all – or a subset – of the variables may be fractionally integrated and the predictive relation may feature cointegration, we provide sup-Wald break tests that are constructed using the Local speCtruM (LCM) approach. The new tests cover both parameter variation and multiple structural changes with unknown break dates, and the number of breaks being known or unknown. We establish asymptotic limit theory for the tests, showing that it coincides with standard testing procedures. As a consequence, existing critical values for tied-down Bessel processes may be applied, without modification. We implement the new structural change tests to explore the stability of the fractionally cointegrating relation between implied- and realized volatility (IV and RV). Moreover, we assess the relative efficiency of IV forecasts against a challenging time-series benchmark constructed from high-frequency data. Unlike existing studies, we find evidence that the IV-RV cointegrating relation is unstable, and that carefully constructed time-series forecasts are more efficient than IV in capturing low-frequency movements in RV."
28836,"Introducing a new survey of U.S. firms’ inflation expectations, we document key stylized facts involving what U.S. firms know and expect about inflation and monetary policy. The resulting time series of firms’ inflation expectations displays unique dynamics, distinct from those of households and professional forecasters. By any typical definition of “anchored” expectations, the inflation expectations of U.S. managers appear far from anchored, much like those of households. And like households, U.S. managers are largely uninformed about recent aggregate inflation dynamics or monetary policy. These results complement existing evidence on firms’ inflation expectations from other countries and confirm that inattention to inflation and monetary policy is pervasive among U.S. firms as well."
28997,"This paper presents a continuous-time reputation model of sovereign debt allowing for both varying levels of partial default and full default. In it, a government can be a non-strategic commitment type, or a strategic opportunistic type, and a government's reputation is its equilibrium Bayesian posterior of being the commitment type. Our equilibrium has that for bond levels reachable by both types without defaulting, bigger partial defaults (or bigger haircuts for bond holders) imply higher interest rates for subsequent bond issuances, as in the data."
29734,"Linear regressions with period and group fixed effects are widely used to estimate policies’ effects: 26 of the 100 most cited papers published by the American Economic Review from 2015 to 2019 estimate such regressions. It has recently been shown that those regressions may produce misleading estimates, if the policy’s effect is heterogeneous between groups or over time, as is often the case. This survey reviews a fast-growing literature that documents this issue, and that proposes alternative estimators robust to heterogeneous effects. We use those alternative estimators to revisit Wolfers (2006a)."
29737,"One strand of the literature in labor economics, household finance, and macroeconomics has studied whether individual earnings volatility has risen or fallen in the U.S. over the last several decades.  There are disagreements in the empirical literature on this question, with some suggestions that the differences are the result of using flawed survey data instead of more accurate administrative data.  This paper summarizes the results of a project to reconcile these findings with four different data sets and six different data series--three survey and three administrative data series, including two which match survey respondent data to their administrative data.  Four of the six series show no significant trend in male earnings volatility over the last 20-to-30+ years when differences across the data sets are properly accounted for.  A fifth shows a positive net trend but small in magnitude.  A sixth shows no net trend 1998-2011 and only a small decline thereafter.  The remaining differences across data series can be largely explained by differences in the left tail of their cross-sectional earnings distributions. We conclude that the data sets we have analyzed show little evidence of any significant trend in male earnings volatility since the mid-1980s."
30005,This paper examines the economic foundations of some recently proposed criteria for evaluating the benefits of social programs. These criteria are appropriate for comparing a class of revenue-constant policies. They replace foundational principles of social opportunity costs with accounting conventions from the point of view of government bureaucrats. They do not address the question of social optimality associated with programs that expand or contract the government budget.
